name,follower_count,gender,sum(voteup_count),expertivity
关大泡,14,2,1,-0.102262294
Mark Tang,182,1,28,-0.097878739
Hugo,51,2,13,-0.10129686800000001
月亮上面的梵高,1,2,8,-0.10260149800000001
八爪鱼采集器,3073,2,301,-0.022445057999999997
蒋小言,275,1,0,-0.09545212800000001
马晓阳,11,1,0,-0.10234057199999999
詹家明,394,1,20,-0.09234711
曹逸君,639,2,6,-0.085954425
Ni Yun,2610,1,10,-0.034525928
Fisher,265,1,0,-0.095713054
知乎用户,38,1,20,-0.101636072
jasonS,84,1,4,-0.10043581300000001
Woody,1,1,1,-0.10260149800000001
Chan Yu,170,1,21,-0.09819185
宝图2borne,30,0,0,-0.101844813
范大水,32,1,2,-0.10179262800000001
树上的男爵,32,2,2,-0.10179262800000001
知乎用户,12,1,0,-0.10231448
CnDriver,10219,1,4,0.16401259699999998
peerless2012,15,1,1,-0.102236202
叫我逗比柏,30,1,15,-0.101844813
Lillian Song,1719,0,9,-0.057774427
甲乙丙,3,1,3,-0.102549313
红泥小火炉,673,0,124,-0.085067277
kAsUmI,0,2,0,-0.10262759099999999
Nansey,9,1,0,-0.10239275699999999
樱桃小财主,565,0,13,-0.087885277
刘张震宇,0,2,3,-0.10262759099999999
Fan Francis,146187,1,25,3.711770018
Jason,10,1,2,-0.102366665
qwq,34,1,2,-0.10174044300000001
知乎用户,99,1,21,-0.100044424
许文博,4,2,1,-0.10252322
知乎用户,264,1,0,-0.095739147
张金超,34,1,3,-0.10174044300000001
知乎用户,972,0,10,-0.07726559200000001
Skywalker,187,1,33,-0.097748276
饲羊人,0,1,4,-0.10262759099999999
龙虾游讯,212,1,2,-0.097095961
jimichan,2,1,1,-0.102575405
祥子,353,1,68,-0.093416906
晗晗,0,2,0,-0.10262759099999999
Yonas Z,22,1,1,-0.102053554
知乎用户,459,1,13,-0.090651091
1245678,208,0,15,-0.09720033199999999
郝暄东,454,1,1,-0.090781554
人形Machine,161,1,0,-0.098426683
咕噜噜小王子,222,1,120,-0.096835035
重剑无锋,2917,1,203,-0.026515503
知乎用户,200,0,123,-0.097409072
dzk9528,2,2,0,-0.102575405
carpe diem,2,1,0,-0.102575405
lens,91,2,1,-0.100253165
玺哥,7,1,11,-0.102444942
洪浩,142,1,2,-0.09892244300000001
道道咯咯,20,1,0,-0.102105739
知乎用户,613,1,10,-0.08663283199999999
七夜,59,1,0,-0.10108812800000001
v.register,0,2,2,-0.10262759099999999
风城纪事,104,1,6,-0.099913961
Rhythm,4,1,236,-0.10252322
知乎用户,5624,1,124,0.044117141
内马尔的天下,1,1,0,-0.10260149800000001
二十,12,0,1,-0.10231448
瞎子蓝山,34,0,0,-0.10174044300000001
周子涵,7729,1,198,0.099042046
Le Gao,2,1,0,-0.102575405
ling0322,154,1,0,-0.098609332
Yale 周,46,1,2,-0.101427331
张汉扬,2744,1,2,-0.031029521
miCoachFans,143,2,0,-0.09889635
henix,151,1,84,-0.09868760900000001
jia wang,12,0,0,-0.10231448
X.Zhao,69,1,13,-0.10082720199999999
雷军,69,1,21,-0.10082720199999999
JustinSong,13,1,0,-0.102288387
FranktheTank,326,1,1,-0.09412140599999999
大戚鹏,19,1,1,-0.10213183099999999
AAAA AAA,248,1,1,-0.09615662800000001
谢澎涛,10067,1,65,0.160046524
知乎用户,1,1,0,-0.10260149800000001
知乎用户,501,2,2,-0.08955520300000001
姿迷姿乐,3,2,2,-0.102549313
王钦,0,2,2,-0.10262759099999999
布瓦,181,1,165,-0.097904832
呃呃,127,1,90,-0.09931383199999999
tcl,0,2,1,-0.10262759099999999
知乎用户,792,1,16,-0.08196225900000001
周翼南,904,1,53,-0.079039888
木盏,777,2,52,-0.082353647
Gerri LI,10,0,0,-0.102366665
明月仙生,114,1,3,-0.099653035
Louis,349,1,0,-0.093521276
nicker,16,1,1,-0.10221010900000001
知乎用户,217,0,3,-0.09696549800000001
Howie Serious,24806,1,14,0.5446252229999999
张飞,9,1,0,-0.10239275699999999
知乎用户,52,1,1,-0.10127077599999999
熊俊锋,9,1,2,-0.10239275699999999
熊熊,94,1,5,-0.10017488699999999
[已重置],5,1,0,-0.102497128
环行,6,1,20,-0.102471035
Oneluv,89,1,25,-0.10030535
火车头,6,0,0,-0.102471035
lengds,0,2,0,-0.10262759099999999
龚叶云,1585,1,73,-0.061270834
王嵬,25,2,1,-0.10197527599999999
chunyisong,1,0,3,-0.10260149800000001
知乎用户,379,1,2,-0.092738499
程引,1674,1,220,-0.058948593
龙先生,0,2,0,-0.10262759099999999
冯超,8755,1,28,0.125813044
知乎用户,655,1,1,-0.085536943
鲁凡,5,1,0,-0.102497128
徐昊天,162,1,8,-0.098400591
mqchen,4,2,0,-0.10252322
Rick Zhao,424,1,4,-0.091564332
知乎用户,296,1,0,-0.094904184
Yan,164,1,66,-0.098348406
王纯迅,8385,1,88,0.116158785
王芊,1082,1,249,-0.074395407
斌斌,4,1,1,-0.10252322
嫌疑人S,0,2,0,-0.10262759099999999
潘俊峰,101,2,7,-0.09999223900000001
张舰,18,2,5,-0.102157924
西门吹风,747,1,1,-0.083136425
刘晔诚,1,1,0,-0.10260149800000001
李佳林,2747,1,3,-0.030951243
张赛,69,2,0,-0.10082720199999999
FringEric,4848,1,55,0.023869291
Ben Yu,93,1,4,-0.10020098
管斌,870,1,3,-0.07992703599999999
鱼头好吃鱼尾好吃,6412,1,2,0.064678103
卢毅,36,1,0,-0.10168825699999999
jerry,0,2,0,-0.10262759099999999
知乎用户,10,1,5,-0.102366665
fairlyme,11,1,4,-0.10234057199999999
zr scat,214,1,0,-0.097043776
半杯橘子汁,5,0,4,-0.102497128
周做人,15,1,184,-0.102236202
ZhAo,31,1,2,-0.10181872
Asterisk,969,1,6,-0.07734387
吴凤玲,0,2,0,-0.10262759099999999
xinix,65,1,5,-0.100931572
郭雅志,63,1,0,-0.100983757
Jirui,14,1,0,-0.102262294
刘真,6,0,1,-0.102471035
江海寄余生,0,2,0,-0.10262759099999999
王泽文,83,1,0,-0.10046190599999999
薄荷绿的网瘾少年,166,1,175,-0.098296221
茶欢,16,1,3,-0.10221010900000001
什么都干的码农,37,1,14,-0.101662165
SuperHui,787,1,4,-0.082092721
刑天战士,583,1,2,-0.08741561
王凯,125,1,2,-0.09936601699999999
苏格,82,1,3,-0.10048799800000001
马奔,3,2,8,-0.102549313
柴旭峰,21,1,1,-0.102079646
刘寒颖,177,1,8,-0.09800920199999999
知乎用户,2357,1,13,-0.041127354
Gary,26,1,0,-0.10194918300000001
李亚楠,39,1,1,-0.10160998
zhonghua song,9,1,0,-0.10239275699999999
青鹿教育,426,2,3,-0.09151214699999999
潇旋,52,1,94,-0.10127077599999999
tensorspace,14659,1,0,0.279863702
刘忠雨,45,1,8,-0.101453424
知乎用户,104,1,1,-0.099913961
何jason,4,1,5,-0.10252322
王师临,9,2,8,-0.10239275699999999
lonelycorn,1042,1,44,-0.075439111
知乎用户,2560,1,41,-0.035830558
白世明,24,1,12,-0.10200136800000001
虫数据,118,1,6,-0.099548665
谭伟,200,1,14,-0.097409072
马小啸,55,1,0,-0.101192498
谭庆波,15980,1,43,0.314332014
Wan Ma,32,1,6,-0.10179262800000001
骘乎乎,0,0,1,-0.10262759099999999
邓凌佳,563,0,53,-0.087937462
仗剑天涯,88,1,5,-0.100331443
康乐,153,1,26,-0.098635424
黄灿,4,1,0,-0.10252322
小菜刀,575,1,1,-0.087624351
知乎用户,34,1,8,-0.10174044300000001
宓负改,0,2,0,-0.10262759099999999
蚂蚁金服客户中心,14324,2,2,0.271122684
看看,16,1,7,-0.10221010900000001
贾学辰,30,1,4,-0.101844813
zhpmatrix,93,1,27,-0.10020098
爱可可-爱生活,2779,1,39,-0.03011628
林禹臣BiLL,1098,1,90,-0.073977926
「已注销」,108,0,0,-0.099809591
赵英俊,68,1,5,-0.10085329400000001
Chizhong Jin,204,1,0,-0.09730470199999999
唐凯峰,97,1,11,-0.100096609
王二,3,2,7,-0.102549313
知乎用户,0,2,0,-0.10262759099999999
李子寒泉,5614,1,7,0.043856215999999996
万人往,0,0,24,-0.10262759099999999
小钊,166,2,0,-0.098296221
冒泡,4093,1,2,0.004169385
周扬宇,28,0,0,-0.101896998
四方之水,158,1,1,-0.098504961
自我实现者,113,1,2,-0.099679128
小马同学,0,0,0,-0.10262759099999999
指尖上的哲学,142,2,3,-0.09892244300000001
hadxu,671,1,1082,-0.08511946199999999
知乎用户,12,1,0,-0.10231448
自难忘,344,0,1,-0.093651739
Red,57,1,9,-0.10114031300000001
Frank Yu,36,1,3,-0.10168825699999999
Zhenqiang Su,2,2,0,-0.102575405
吴海波,10196,1,516,0.163412468
AlgorithmDog,172,1,34,-0.098139665
知乎用户,6,1,3,-0.102471035
尼斯湖水壶,0,1,0,-0.10262759099999999
铁褥,3546,1,53,-0.010103263000000001
你好,0,2,0,-0.10262759099999999
江南,53,0,3,-0.101244683
Upater,9,2,7,-0.10239275699999999
陆畅,395,1,4,-0.09232101699999999
蔡世勋,5357,1,1,0.03715042
知乎用户,0,1,1,-0.10262759099999999
杨振宇,350,1,192,-0.09349518400000001
一朵喇叭花,0,2,0,-0.10262759099999999
最刚烈,559,1,1,-0.08804183199999999
Sc-arlet,15,1,3,-0.102236202
陈hao,6,1,0,-0.102471035
段维思,261,0,4,-0.095817424
触乐,153735,2,1092,3.908716895
刘若水,3,0,0,-0.102549313
矽骊,5,1,0,-0.102497128
黄飞,42,1,1,-0.10153170199999999
Snow Fly,0,0,0,-0.10262759099999999
知乎用户,410,0,0,-0.09192962800000001
闻道往御,89,1,1,-0.10030535
李森他爸,2,2,11,-0.102575405
普密斯,43,1,0,-0.10150560900000001
苏清浅,17,0,4,-0.10218401699999999
JackYu,187,1,9,-0.097748276
侯乔,6337,1,6,0.062721159
司空敏慧,194,1,1,-0.097565628
杨辣条.Jr,2,1,2,-0.102575405
仇懈纺,0,2,5,-0.10262759099999999
甜草莓,19641,1,52,0.40985699
知乎用户,19,2,4,-0.10213183099999999
bang bang,1,2,0,-0.10260149800000001
bearbee,212,2,19,-0.097095961
知乎用户,243,1,12,-0.09628709099999999
吊睛白额猫无聊地,345,1,1,-0.09362564699999999
刘洪金,10,1,1,-0.102366665
ttt,169,2,0,-0.098217943
白衣,3,2,1,-0.102549313
知乎用户,8071,1,3,0.10796571199999999
blackclover,28,1,9,-0.101896998
知乎用户,110,1,3,-0.09975740599999999
氵添天天水,96,1,14,-0.100122702
知乎用户,8991,1,0,0.131970896
WenL,33,2,5,-0.101766535
吕林峰,143,1,0,-0.09889635
柠檬,10,1,0,-0.102366665
PKUCATer,2401,1,132,-0.03997928
qiang lin,0,1,4,-0.10262759099999999
DarwinYue,6,1,2,-0.102471035
知乎用户,0,1,0,-0.10262759099999999
花和尚,51326,1,188,1.236600738
肖文聪,2074,1,5,-0.048511557000000004
马千里,61,1,2,-0.101035943
姜子恒,81,1,0,-0.100514091
木头先生,0,1,0,-0.10262759099999999
Suji Yan,26934,1,6,0.600150257
知乎用户,14,1,64,-0.102262294
知乎用户,3,1,0,-0.102549313
Somewhereintime,19,1,0,-0.10213183099999999
尚泥煤,74,1,4,-0.10069673900000001
迷途小书童,51,1,13,-0.10129686800000001
毛仁杰,3,2,0,-0.102549313
爱才,0,2,0,-0.10262759099999999
朱元,6507,1,4,0.067156899
赵小菜,52,1,2,-0.10127077599999999
Poison,22,2,3,-0.102053554
冯东,169822,1,24,4.328468407
keith1990,1,0,0,-0.10260149800000001
福尔摩斯,13,2,1,-0.102288387
林小捷,0,0,1,-0.10262759099999999
PearPinappleBear,9,0,0,-0.10239275699999999
陈先生,15,1,4,-0.102236202
知乎用户,11247,1,11,0.190835781
肖彬,5,1,0,-0.102497128
王晋东不在家,24077,1,499,0.525603724
Dasuda,66,1,1,-0.10090548
牛头人酋长,277,1,0,-0.095399943
杨坤,49,1,72,-0.10134905400000001
小钢钢,0,2,0,-0.10262759099999999
Ann Lyu,3,0,0,-0.102549313
知乎用户,24,1,4,-0.10200136800000001
sophie,84,0,15,-0.10043581300000001
Darcy,207,1,12,-0.097226424
知乎用户,22305,0,42,0.47936765299999995
木子木東,285,0,7,-0.09519120199999999
郑思座,1580,1,1,-0.061401297
lhy,1,2,0,-0.10260149800000001
max,24,1,1,-0.10200136800000001
照照,174,2,3,-0.09808748
David Lee,131,1,14,-0.099209461
栗子在天上,8,0,1,-0.10241885
文兄,43515,1,140,1.0327915090000002
知乎用户,28,1,3,-0.101896998
Eagle,827,1,6,-0.081049018
三维视觉,8,2,1,-0.10241885
桂能,1558,1,56,-0.06197533400000001
张译丹,4,2,0,-0.10252322
周弋然,30,1,3,-0.101844813
yinnxinn,19,1,3,-0.10213183099999999
镜映,0,1,0,-0.10262759099999999
桂凯,3763,1,84,-0.00444117
宅男鱼某某,47,1,6,-0.101401239
FC wang,45,2,10,-0.101453424
王树义,11224,1,259,0.190235651
知乎用户,7938,1,17,0.10449539699999999
Rancho-Fang,91,1,0,-0.100253165
程亚冰,78,1,7,-0.100592369
知乎用户,263,1,683,-0.095765239
遥远的相似性,4,1,0,-0.10252322
杨利伟,68,1,2,-0.10085329400000001
姚小宝,494,1,5,-0.089737851
David KZ,122,1,1,-0.099444295
纪忆球,3,2,2,-0.102549313
无用,66,1,3,-0.10090548
硅谷王川,10703,1,6,0.17664141100000003
知乎用户,368,1,4,-0.09302551699999999
知乎用户,21,2,5,-0.102079646
乌金,191,1,8,-0.097643906
未来,107,1,7,-0.09983568300000001
敖战,11,0,3,-0.10234057199999999
张纯熙,88,2,1,-0.100331443
snow,585,1,15,-0.087363425
叶月,0,2,2,-0.10262759099999999
Mona,3,0,2,-0.102549313
梦幻泡影,149,1,0,-0.098739795
林晚,1,2,0,-0.10260149800000001
项亮,5750,1,2,0.047404808
BINGO Hong,536,1,0,-0.08864196199999999
刘俊余,9,1,1,-0.10239275699999999
知乎用户,896,1,0,-0.079248629
Rita,1,2,0,-0.10260149800000001
松明,1352,2,1,-0.067350408
lolicon,1701,2,22,-0.058244093
豐少,3,2,7,-0.102549313
徐亚渤,57,1,5,-0.10114031300000001
小莫西干,229,1,131,-0.09665238699999999
等风来,0,2,0,-0.10262759099999999
面包君,26030,1,4,0.576562555
知乎用户,42,0,14,-0.10153170199999999
蒋薏湄,8,0,2,-0.10241885
小周周的爸爸,22,1,0,-0.102053554
Jakcwin,274,1,153,-0.095478221
知乎用户,7,1,2,-0.102444942
lzlovemutd,24,1,10,-0.10200136800000001
首刀房主经验加倍,175,0,1,-0.09806138699999999
木同舟,375,1,15,-0.09284286900000001
赵峰,1,1,0,-0.10260149800000001
钉子长,59,2,2,-0.10108812800000001
张子卿,160,1,11,-0.09845277599999999
海边奔跑,47,1,0,-0.101401239
啊窝额,1042,0,2,-0.075439111
黄山北,31,1,0,-0.10181872
王诺诺,402617,0,3758,10.40269314
zachary,99,1,65,-0.100044424
Dhealth,6,1,7,-0.102471035
张扬,395,1,59,-0.09232101699999999
BrandonZhang,676,1,0,-0.08498899900000001
Lyken,3347,1,578,-0.015295688
Agent002,53,2,19,-0.101244683
裴孝中,0,0,0,-0.10262759099999999
冯建兴,5,2,25,-0.102497128
孟让,1065,1,102,-0.074838981
机智子,624,1,11,-0.086345814
kick,13,2,8,-0.102288387
墨麒麟,0,2,2,-0.10262759099999999
李土,216,1,25,-0.096991591
就是好奇,10,1,0,-0.102366665
沉默的活火山,0,2,0,-0.10262759099999999
BoomMiNote,6,2,2,-0.102471035
ivy zheng,169,1,2,-0.098217943
知乎用户,589,1,12,-0.087259054
侯晓鹏,1,2,0,-0.10260149800000001
霍华德,57331,1,3204,1.3932867469999999
闲鱼技术,3911,2,2,-0.000579467
yiyun chen,104,1,20,-0.099913961
知乎用户,45,0,1,-0.101453424
我有一只涂涂喵,1,0,2,-0.10260149800000001
化学民工,307,2,2,-0.094617165
智能嘿嘿,1793,0,3,-0.055843575
Fransice Underwood,2,1,0,-0.102575405
INNOT3T,4,1,6,-0.10252322
Lu Yaojie,28,1,12,-0.101896998
雄鹰在飞翔,7967,1,16,0.105252082
Metisfess,361,0,2,-0.093208165
hallean,187,1,7,-0.097748276
wang,11,2,0,-0.10234057199999999
知乎用户,90,1,0,-0.100279257
吾乃部落大盗贼,4,1,3,-0.10252322
大白兔,77,1,0,-0.10061846099999999
知乎用户,137,1,14,-0.099052906
知乎用户,8,0,2,-0.10241885
果因叔,105,1,14,-0.099887869
知乎用户,179,1,6,-0.097957017
TUNA,13,2,75,-0.102288387
luoyixin,3,2,3,-0.102549313
知乎用户,15,1,2,-0.102236202
梁博文,368,1,0,-0.09302551699999999
知乎用户,9,1,0,-0.10239275699999999
巡礼,2,2,4,-0.102575405
sherry liu,26,1,1,-0.10194918300000001
任卫,459,1,0,-0.090651091
知乎用户,69,0,1,-0.10082720199999999
学而时习,17,2,1,-0.10218401699999999
lywen,3,2,1,-0.102549313
李锋,877,1,0,-0.079744388
酸性沼泽软泥怪,159,1,4,-0.09847886900000001
末日旁观者,0,2,0,-0.10262759099999999
知乎用户,5,0,5,-0.102497128
宋俊潇,630,1,11,-0.086189258
佃仁伟,241,1,8,-0.096339276
金天,1033,1,6,-0.075673944
知乎用户,65,1,3,-0.100931572
Melissa,0,0,0,-0.10262759099999999
旱獭,13176,1,6,0.24116838899999998
辣条仙女,11,0,8,-0.10234057199999999
王一只,16,2,6,-0.10221010900000001
风云知多少,0,2,0,-0.10262759099999999
吉小哥儿,3,2,0,-0.102549313
知乎用户,8,1,0,-0.10241885
码隆科技,129,2,0,-0.099261646
黄昳彬,98,1,11,-0.100070517
王寒,17572,1,23,0.35587141899999997
哈哈哈,0,2,1,-0.10262759099999999
竹叶青,18,1,3,-0.102157924
佰达,2,1,0,-0.102575405
知乎用户,109,1,0,-0.09978349800000001
leo,191,1,5,-0.097643906
IT168企业级,224,2,1,-0.09678285
知乎用户,185,1,0,-0.09780046099999999
最爱麦丽素,1391,1,643,-0.066332796
海岸线,702,1,1,-0.08431059199999999
不想再进小黑屋了,147,1,38,-0.09879198
Yuntao Ou,22,1,3,-0.102053554
rain,106,1,0,-0.099861776
苑明理,450,2,1,-0.090885925
吟-君名,0,2,1,-0.10262759099999999
知乎用户,0,1,6,-0.10262759099999999
James Y画,4,2,0,-0.10252322
天行健,366,1,4,-0.093077702
知乎用户,6,1,1,-0.102471035
ggff ss,441,1,0,-0.09112075800000001
知乎用户,429,1,0,-0.091433869
知乎用户,778,1,2,-0.082327555
高逸伦,2431,1,9,-0.039196502
xjzhu,43,0,1,-0.10150560900000001
老张,1292,1,57,-0.068915963
大胡子uncle,11,1,3,-0.10234057199999999
代号13断戟,208,1,251,-0.09720033199999999
随机游走,61,1,1,-0.101035943
卢文龙,45,2,0,-0.101453424
了无,35,2,22,-0.10171435
陈慕时间,5,2,0,-0.102497128
潘晓彤,12,1,2,-0.10231448
田中次郎,4200,1,188,0.006961291999999999
晚晚徒步去海边,17,0,19,-0.10218401699999999
taigw,1654,1,64,-0.059470445
飘晨,1,2,0,-0.10260149800000001
洪侠,0,2,4,-0.10262759099999999
张一,0,1,0,-0.10262759099999999
jiangfeng,1719,1,11,-0.057774427
Pierce,68,1,43,-0.10085329400000001
tingbao,29,2,0,-0.101870905
HyperGroups,255,1,6,-0.09597398
王珺,3,1,1,-0.102549313
知乎用户,820,1,19,-0.081231666
ShiningObsidian,3350,1,154,-0.015217411
柏平,2,1,1,-0.102575405
Zpaisley,957,1,3,-0.077656981
洪春涛,1231,1,25,-0.070507611
阿门,101,2,0,-0.09999223900000001
韦剑,699,1,3,-0.084388869
志泽,81,1,16,-0.100514091
超级皮卡丘(囧rz),1,1,0,-0.10260149800000001
墨仆,36,1,1,-0.10168825699999999
知乎用户,348,1,2,-0.093547369
王克勤,9878,1,10,0.155115024
孙琦琳,764,0,14,-0.082692851
野兔,5,0,1,-0.102497128
司马落星,1069,1,1,-0.07473461099999999
秦宇辉,8,2,2,-0.10241885
知乎用户,427,1,3,-0.091486054
知乎用户,17,1,0,-0.10218401699999999
沉静中的流年,658,1,2,-0.085458666
框框框子,64976,0,25,1.592764606
lee taylor,213,1,0,-0.097069869
Breaking bad,2,2,0,-0.102575405
Lanzhe Guo,552,1,25,-0.08822448
YJango,204260,1,2907,5.227045058
[已重置],1,0,0,-0.10260149800000001
知乎用户,209,1,260,-0.09717423900000001
taoari,26,2,11,-0.10194918300000001
清心寡欲长信侯,36,1,0,-0.10168825699999999
琥珀,424,1,3,-0.091564332
知乎用户,13,0,1,-0.102288387
李涵,22,1,16,-0.102053554
知乎用户,15,1,9,-0.102236202
涅炎,1,2,1,-0.10260149800000001
网易智能,3219,2,48,-0.01863554
木头龙,6243,1,619,0.060268455
苏斯洛夫,1173,1,1,-0.072020981
祁昆仑,576,1,2,-0.08759825800000001
Lynn,1,2,6,-0.10260149800000001
杨哲,0,2,0,-0.10262759099999999
高鹏,287,2,6,-0.09513901699999999
胡瀚,143,1,71,-0.09889635
知乎用户,809,1,82,-0.08151868400000001
July,7,1,0,-0.102444942
bili,8,2,0,-0.10241885
小妞,10,2,8,-0.102366665
Jinbiao Yang,380,1,23,-0.092712406
StelarKwok,1,2,2,-0.10260149800000001
lili bibi,22,1,0,-0.102053554
明世集,508,1,5,-0.089372554
知乎用户,436,1,2,-0.091251221
知乎用户,162,1,13,-0.098400591
吴亦凡,2604,1,0,-0.034682484
The one,5171,1,258,0.032297198
苏一,358,1,3,-0.09328644300000001
知乎用户,15,1,6,-0.102236202
知乎用户,54,1,8,-0.101218591
猕猴桃kk,1,1,0,-0.10260149800000001
陈群,76,0,2,-0.100644554
网易见外,2057,2,6,-0.048955131
知乎用户,54,1,2,-0.101218591
知乎用户,777,1,12,-0.082353647
阿伟哥,16,1,3,-0.10221010900000001
Emin,58,1,1,-0.10111422
mao dingding,17,0,0,-0.10218401699999999
小心假设,13081,1,107,0.238689593
秦迪,20,2,1,-0.102105739
勋章,419,1,1,-0.091694795
ymgs,40,1,11,-0.101583887
Chris Amazing,3,1,5,-0.102549313
jiaxiaogang,56,1,1,-0.101166406
邓欣乐,287,0,25,-0.09513901699999999
林雨轩,34,1,3,-0.10174044300000001
杨振宇,454,1,1,-0.090781554
Heinrich,62044,1,2196,1.516261129
知乎用户,75,0,84,-0.100670646
囧囧囧囧,1386,1,5,-0.06646325900000001
Lanking,33,2,8,-0.101766535
zhou yu,78,1,0,-0.100592369
Pretend,66,2,3,-0.10090548
知乎用户,269,1,3,-0.095608684
Jaden,121,1,2,-0.099470387
知乎用户,1022,1,5,-0.07596096299999999
匆匆莽莽,62,1,31,-0.10100985
养只女票,42,1,0,-0.10153170199999999
放学别跑,24,1,11,-0.10200136800000001
王科,9,1,8,-0.10239275699999999
秉机夜读,523,1,3,-0.088981166
知乎用户,316,1,11,-0.094382332
董小拿,36,1,0,-0.10168825699999999
longzhang,0,2,1,-0.10262759099999999
仙仙猫,154,2,8,-0.098609332
薄情苦楚,1,2,0,-0.10260149800000001
程灿白,5,0,2,-0.102497128
杨凤玲,0,0,0,-0.10262759099999999
BstAln,86,1,3,-0.100383628
圣帝亚哥,12,2,0,-0.10231448
None,113,1,3,-0.099679128
枫夜,6,1,40,-0.102471035
知乎用户,494,1,4,-0.089737851
知乎用户,9,1,1,-0.10239275699999999
姜维,179,1,17,-0.097957017
飞鸟逐月,3,1,1,-0.102549313
啊博,1,2,3,-0.10260149800000001
chmn106,0,2,1,-0.10262759099999999
吴明明,0,1,0,-0.10262759099999999
Deeper Go,3147,1,53,-0.020514207
小花,0,1,1,-0.10262759099999999
刘秋志,144,1,9,-0.098870258
CodeWithZhangYi,287,0,306,-0.09513901699999999
知乎用户,10,1,0,-0.102366665
做着少爷梦的少女,1,2,0,-0.10260149800000001
知乎用户,270,1,10,-0.095582591
James Zhang,1,1,6,-0.10260149800000001
知乎用户,27,1,16,-0.101923091
陈恩加,928,1,1346,-0.07841366599999999
Triste,26,2,4,-0.10194918300000001
瀚红山,6,1,0,-0.102471035
小伙伴哈,9,1,6,-0.10239275699999999
emmmm,8,0,0,-0.10241885
赤色,8,1,1,-0.10241885
知乎用户,3902,1,62,-0.0008142999999999999
dynamic,0,2,1,-0.10262759099999999
知乎用户,6,1,12,-0.102471035
FionaH,8778,0,44,0.12641317400000002
知乎用户,352,1,3,-0.093442999
高梁河车神赵二,44,1,8,-0.10147951699999999
Alex Wang,164,1,2,-0.098348406
wang weimin,3,0,10,-0.102549313
姓刘名可乐,245,0,126,-0.096234906
风夜城伶,5,1,0,-0.102497128
我们敬爱的老豆,27,1,3,-0.101923091
Homesick Alien,2698,1,19,-0.03222978
知乎用户,150,1,3,-0.09871370199999999
palet,175,2,1,-0.09806138699999999
Mr Mistake,946,1,1,-0.077943999
知乎用户,58,1,0,-0.10111422
Ming,1469,1,9,-0.06429757400000001
zyj,2,2,4,-0.102575405
klxmouse,3141,2,0,-0.020670762
jifenglei,7,1,16,-0.102444942
我的佐伊一打五,40,1,185,-0.101583887
雨中独步,2,2,3,-0.102575405
[已重置],64,1,1,-0.100957665
知乎用户,4845,1,120,0.023791013
努力不做老实人,96,1,26,-0.100122702
Julien,2,1,0,-0.102575405
知乎用户,2,1,0,-0.102575405
刘十八,62,1,3,-0.10100985
Adrien,258,1,115,-0.095895702
林藠头,494,0,6,-0.089737851
Chan James,14,1,1,-0.102262294
知乎用户,432,1,3,-0.091355591
蒲Pu,41,0,5,-0.101557794
丁凯要快乐,14,1,6,-0.102262294
知乎用户,139,1,3,-0.09900072
hahahahhah,1,2,0,-0.10260149800000001
知乎用户,89,1,0,-0.10030535
Cuter萌系软妹,10,0,1,-0.102366665
刘宾,6339,1,0,0.06277334400000001
甄景贤,3098,1,84,-0.021792744
颢卿,62021,1,10,1.515660999
潇洒走一回,6,1,1,-0.102471035
igfxDTCM,10,0,1,-0.102366665
jiangxihj,380,1,3,-0.092712406
知乎用户,2943,1,1,-0.025837095
方不立,151,1,3,-0.09868760900000001
铁柱,6694,1,14,0.072036214
知乎用户,72,0,11,-0.100748924
懒人元,116,1,20,-0.09960085
知乎用户,178,1,3,-0.097983109
知乎用户,304,1,0,-0.094695443
zynash,0,2,2,-0.10262759099999999
知乎用户,177,1,1,-0.09800920199999999
Phoenix Cat,2519,1,33,-0.036900353999999996
张军辉,3,2,2,-0.102549313
梁亦聪,4499,1,5,0.014762977
人品RP,89,1,20,-0.10030535
勃失败,22876,2,9,0.49426652200000004
元吞天,1,2,0,-0.10260149800000001
罗志宇,14362,1,25,0.27211420199999997
杨勇,614,1,6,-0.08660674
扣肉先生,946,1,3,-0.077943999
TeddyZhang,1451,1,0,-0.064767241
小白,22,1,0,-0.102053554
vergilus,262,1,52,-0.09579133199999999
Luau Lawrence,2572,1,202,-0.035517446
popy32,44,1,1,-0.10147951699999999
Derek Hu,31,1,5,-0.10181872
知乎用户,3,1,34,-0.102549313
知乎用户,312,1,176,-0.09448670199999999
陈默,5812,1,148,0.049022549000000006
王小新,1800,1,2539,-0.055660927
吕正东,1450,1,15,-0.06479333400000001
曳尾涂中,336,1,22,-0.09386048
知乎用户,499,1,3,-0.08960738800000001
小毕,35,0,0,-0.10171435
灵性,2,2,0,-0.102575405
知乎用户,2003,1,2,-0.050364131
罗骨树,111,1,0,-0.099731313
知乎用户,12,1,2,-0.10231448
知乎用户,112,1,0,-0.09970522
知乎用户,821,1,14,-0.081205573
hunter7z,34,1,1,-0.10174044300000001
Hi-iD,294458,1,1,7.580544586
陆咚咚,9,2,6,-0.10239275699999999
带你飞,5,2,0,-0.102497128
知乎用户,31959,1,138,0.731265527
股民三哥,32,1,1,-0.10179262800000001
知乎用户,11,0,0,-0.10234057199999999
十全十美,8,0,4,-0.10241885
老宋,498,1,0,-0.08963348
不理性的理科生,3,2,12,-0.102549313
Jerusalem,9,1,1,-0.10239275699999999
